Student ID,Department,Programme,Book ID,Book Category,Issue Date,Return Date,Entry Time,Exit Time,Not Returned,Borrow_Days,Month,Year,Day_Name
PHI21083,Physics,Integrated M. Sc. in Physics,B00055,Mechanical,2025-10-23,,09:02,13:09,True,,10,2025,Thursday
ECP21194,Electronics & Communication Engineering,Ph.D. in Electronics & Communication Engineering,B00197,Humanities,2025-07-19,2025-07-23,12:28,17:00,False,4.0,7,2025,Saturday
LLP24138,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,B00410,Management,2025-04-26,2025-05-21,12:19,17:00,False,25.0,4,2025,Saturday
MSM23217,Mathematical Sciences,M. Sc. in Mathematics,B00035,Chemistry,2025-04-27,2025-05-22,13:06,14:35,False,25.0,4,2025,Sunday
CSB20272,Computer Science & Engineering,B. Tech. in Computer Science and Engineering,B00121,Chemistry,2026-04-05,2026-04-08,14:06,17:00,False,3.0,4,2026,Sunday
FET21065,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,B00150,Mathematics,2026-01-31,2026-02-01,13:40,15:07,False,1.0,1,2026,Saturday
FEP20276,Food Engineering & Technology,Ph.D. in Food Engineering & Technology,B00116,Chemistry,2025-09-05,2025-09-28,16:23,19:30,False,23.0,9,2025,Friday
CST23233,Computer Science & Engineering,M. Tech. in Computer Science and Engineering,B00180,Computer Science,2024-05-28,2024-06-26,12:17,17:41,False,29.0,5,2024,Tuesday
BAM24019,Business Administration,Certificate in NSE Academy Certified Capital Market,B00279,Electronics,2026-02-17,2026-03-16,11:22,12:13,False,27.0,2,2026,Tuesday
HIM23284,Hindi,M. A. in Hindi,B00460,Computer Science,2026-01-22,2026-02-17,09:01,13:48,False,26.0,1,2026,Thursday
EGI21128,English,Integrated M.A. in English,B00483,Mechanical,2026-03-23,2026-03-27,10:52,14:11,False,4.0,3,2026,Monday
MSM25034,Mathematical Sciences,M. Sc. in Mathematics,B00067,Computer Science,2025-11-09,2025-11-25,13:18,17:00,False,16.0,11,2025,Sunday
FEP20276,Food Engineering & Technology,Ph.D. in Food Engineering & Technology,B00400,Electronics,2025-03-29,2025-04-03,15:54,17:00,False,5.0,3,2025,Saturday
CTP25195,Cultural Studies,Ph.D. in Cultural Studies,B00169,Mathematics,2026-01-05,2026-01-06,11:52,13:40,False,1.0,1,2026,Monday
BAP21038,Business Administration,Ph.D. in Business Administration,B00393,Fiction,2025-03-12,2025-04-08,09:51,11:48,False,27.0,3,2025,Wednesday
EEP25224,Electrical Engineering,Ph.D. in Electrical Engineering,B00061,Mathematics,2026-03-11,2026-04-05,12:35,18:28,False,25.0,3,2026,Wednesday
HIM25231,Hindi,M. A. in Hindi,B00127,Mechanical,2026-03-19,2026-04-12,13:41,18:36,False,24.0,3,2026,Thursday
FEP22210,Food Engineering & Technology,Ph.D. in Food Engineering & Technology,B00493,Mechanical,2025-12-14,2025-12-21,11:08,16:05,False,7.0,12,2025,Sunday
CHB25241,Chemical Sciences,Integrated B.Sc.B.Ed. (Chemistry Major),B00295,Mathematics,2026-02-26,2026-03-08,13:46,17:23,False,10.0,2,2026,Thursday
PHI21083,Physics,Integrated M. Sc. in Physics,B00005,Electronics,2025-03-17,2025-03-18,10:49,15:36,False,1.0,3,2025,Monday
EEP21095,Electrical Engineering,Ph.D. in Electrical Engineering,B00405,Electronics,2024-12-21,2025-01-03,14:07,17:00,False,13.0,12,2024,Saturday
WSM24074,Women Study,M. A. in Women Studies,B00304,Mechanical,2025-09-28,2025-10-07,16:07,17:00,False,9.0,9,2025,Sunday
EDP22269,Education,Ph.D. in Education,B00361,Fiction,2025-02-24,2025-03-08,11:23,16:28,False,12.0,2,2025,Monday
ECP24205,Electronics & Communication Engineering,Ph.D. in Electronics & Communication Engineering,B00435,Mechanical,2026-03-08,2026-03-17,11:11,12:32,False,9.0,3,2026,Sunday
CTM21260,Cultural Studies,M.A. in Cultural Studies,B00250,Physics,2025-09-09,2025-09-24,14:35,17:23,False,15.0,9,2025,Tuesday
BAT21240,Business Administration,Master of Tourism & Travel Management,B00243,Management,2024-11-15,2024-11-27,09:51,13:05,False,12.0,11,2024,Friday
PHP21098,Physics,Ph.D. in Physics,B00226,Physics,2025-04-07,2025-04-27,18:25,19:30,False,20.0,4,2025,Monday
CHM21072,Chemical Sciences,M. Sc. in Chemistry,B00224,Computer Science,2026-03-01,2026-03-27,14:34,17:00,False,26.0,3,2026,Sunday
EDT21171,Electronics & Communication Engineering,M. Tech. in Electronics Design & Technology,B00121,Chemistry,2025-12-07,2025-12-08,13:29,16:33,False,1.0,12,2025,Sunday
EGE21016,English,M. A. in English,B00460,Computer Science,2025-09-22,2025-10-03,14:47,16:19,False,11.0,9,2025,Monday
FEB21091,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,B00305,Electronics,2025-03-25,2025-04-09,18:02,19:30,False,15.0,3,2025,Tuesday
MSM23217,Mathematical Sciences,M. Sc. in Mathematics,B00248,Mathematics,2024-07-18,2024-07-28,18:58,19:30,False,10.0,7,2024,Thursday
MSM23266,Mathematical Sciences,M. Sc. in Mathematics,B00007,Mathematics,2025-06-18,2025-06-20,10:06,14:34,False,2.0,6,2025,Wednesday
SWP25236,Social Work,Ph.D. in Social Work,B00096,Humanities,2025-12-31,2026-01-03,15:17,18:27,False,3.0,12,2025,Wednesday
EEP21121,Electrical Engineering,Ph.D. in Electrical Engineering,B00413,Humanities,2024-11-17,,12:04,14:03,True,,11,2024,Sunday
MCP24197,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,B00138,Computer Science,2024-12-18,2025-01-13,14:43,17:32,False,26.0,12,2024,Wednesday
COI20075,Commerce,Integrated M. Com.,B00316,Management,2024-07-31,2024-08-18,11:42,12:36,False,18.0,7,2024,Wednesday
EDB22064,Education,B. Ed.,B00269,Mathematics,2025-06-18,2025-07-06,16:19,19:30,False,18.0,6,2025,Wednesday
MRP25242,Multidisciplinary Research,Ph.D. in Multidisciplinary Research,B00294,Computer Science,2026-03-24,2026-04-23,16:26,18:22,False,30.0,3,2026,Tuesday
CHP24058,Chemical Sciences,Ph.D. in Chemical Sciences,B00367,Humanities,2025-03-02,2025-03-24,14:17,17:00,False,22.0,3,2025,Sunday
EDP22269,Education,Ph.D. in Education,B00074,Computer Science,2025-07-02,2025-07-07,15:19,16:00,False,5.0,7,2025,Wednesday
MBP25018,Molecular Biology & Biotechnology,Ph.D. in Molecular Biology & Biotechnology,B00092,Mechanical,2026-04-18,,12:24,12:54,True,,4,2026,Saturday
MSI23124,Mathematical Sciences,Integrated M. Sc. in Mathematics,B00353,Management,2026-01-16,2026-01-18,10:28,14:56,False,2.0,1,2026,Friday
FET21065,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,B00206,Management,2025-09-19,2025-09-20,18:41,19:30,False,1.0,9,2025,Friday
ENP20044,Energy,Ph.D. in Energy,B00333,Computer Science,2024-12-02,2024-12-12,18:25,19:30,False,10.0,12,2024,Monday
EDP25001,Education,Ph.D. in Education,B00143,Chemistry,2025-11-05,2025-11-06,10:38,11:16,False,1.0,11,2025,Wednesday
FEP22210,Food Engineering & Technology,Ph.D. in Food Engineering & Technology,B00068,Chemistry,2025-05-03,2025-05-18,15:00,17:00,False,15.0,5,2025,Saturday
EDT20298,Electronics & Communication Engineering,M. Tech. in Electronics Design & Technology,B00423,Mechanical,2025-07-17,2025-07-19,12:00,15:04,False,2.0,7,2025,Thursday
CSP21191,Computer Science & Engineering,Ph.D. in Computer Science & Engineering,B00197,Humanities,2026-01-25,2026-02-12,13:54,16:46,False,18.0,1,2026,Sunday
PHB20135,Physics,Integrated B.Sc.B.Ed. (Physics Major),B00444,Electronics,2024-05-11,2024-05-24,10:43,13:41,False,13.0,5,2024,Saturday
CHI23129,Chemical Sciences,Integrated M.Sc. in Chemistry,B00237,Mechanical,2025-06-08,,16:20,17:00,True,,6,2025,Sunday
PHI21133,Physics,Integrated M. Sc. in Physics,B00289,Humanities,2026-02-26,2026-03-25,15:08,17:48,False,27.0,2,2026,Thursday
SWP25236,Social Work,Ph.D. in Social Work,B00338,Mathematics,2026-01-13,,10:20,12:50,True,,1,2026,Tuesday
BAT23130,Business Administration,Master of Tourism & Travel Management,B00465,Management,2024-09-27,2024-10-22,16:06,17:02,False,25.0,9,2024,Friday
MEB20070,Mechanical Engineering,B. Tech. in Mechanical Engineering,B00447,Mathematics,2024-10-09,2024-10-13,10:45,13:37,False,4.0,10,2024,Wednesday
SWM23023,Social Work,M. A. in Social Work,B00152,Management,2025-12-26,2026-01-12,15:30,19:08,False,17.0,12,2025,Friday
COM22045,Commerce,M.Com,B00196,Chemistry,2025-09-30,2025-10-29,12:06,17:00,False,29.0,9,2025,Tuesday
HIP24037,Hindi,Ph.D. in Hindi,B00193,Fiction,2025-05-01,2025-05-03,09:19,10:56,False,2.0,5,2025,Thursday
PHI24225,Physics,Integrated M. Sc. in Physics,B00161,Mechanical,2026-04-24,2026-04-28,17:14,19:30,False,4.0,4,2026,Friday
BAT23130,Business Administration,Master of Tourism & Travel Management,B00231,Fiction,2025-12-22,,17:05,19:30,True,,12,2025,Monday
CEB21063,Civil Engineering,B. Tech. in Civil Engineering,B00420,Electronics,2025-03-07,2025-03-30,10:45,16:01,False,23.0,3,2025,Friday
CEB24290,Civil Engineering,B. Tech. in Civil Engineering,B00442,Humanities,2026-04-04,2026-04-30,10:59,16:53,False,26.0,4,2026,Saturday
EGI23278,English,Integrated M.A. in English,B00281,Mechanical,2026-01-11,2026-02-02,12:37,17:00,False,22.0,1,2026,Sunday
BAM22144,Business Administration,Master of Business Administration,B00034,Mathematics,2024-05-15,2024-06-08,14:32,18:05,False,24.0,5,2024,Wednesday
EEB24222,Electrical Engineering,B. Tech. in Electrical Engineering,B00457,Mechanical,2026-04-18,,11:30,12:21,True,,4,2026,Saturday
APP22221,Applied Sciences,Ph.D. in Applied Sciences,B00123,Mechanical,2024-06-23,2024-07-14,13:22,17:00,False,21.0,6,2024,Sunday
DEP23184,Design,Ph.D. in Design,B00368,Humanities,2024-05-19,2024-06-14,10:38,14:07,False,26.0,5,2024,Sunday
MEM20030,Mechanical Engineering,M. Tech in Mechanical Engineering,B00153,Management,2025-04-04,,18:24,19:30,True,,4,2025,Friday
CSE22178,Computer Science & Engineering,M. Tech. in Data Science,B00045,Computer Science,2026-04-20,2026-04-27,13:37,17:27,False,7.0,4,2026,Monday
SWP22043,Social Work,Ph.D. in Social Work,B00115,Management,2025-11-28,2025-12-20,09:11,12:55,False,22.0,11,2025,Friday
CHM21072,Chemical Sciences,M. Sc. in Chemistry,B00006,Management,2026-04-23,,18:29,19:23,True,,4,2026,Thursday
HIM21235,Hindi,M. A. in Hindi,B00244,Mechanical,2025-09-13,2025-10-13,16:08,17:00,False,30.0,9,2025,Saturday
ENP21214,Energy,Ph.D. in Energy,B00449,Physics,2026-01-02,2026-01-16,11:23,16:56,False,14.0,1,2026,Friday
CHB22102,Chemical Sciences,Integrated B.Sc.B.Ed. (Chemistry Major),B00020,Management,2024-06-02,2024-06-10,15:23,16:31,False,8.0,6,2024,Sunday
CHB20149,Chemical Sciences,Integrated B.Sc.B.Ed. (Chemistry Major),B00382,Chemistry,2025-04-03,2025-04-12,14:16,15:23,False,9.0,4,2025,Thursday
PHI21133,Physics,Integrated M. Sc. in Physics,B00026,Chemistry,2025-12-08,2026-01-05,18:16,19:30,False,28.0,12,2025,Monday
MEP23097,Mechanical Engineering,Ph.D. in Mechanical Engineering,B00245,Humanities,2026-03-04,2026-03-18,18:34,19:30,False,14.0,3,2026,Wednesday
SWM24041,Social Work,M. A. in Social Work,B00259,Physics,2025-11-04,2025-11-21,10:20,14:37,False,17.0,11,2025,Tuesday
WSM24107,Women Study,M. A. in Women Studies,B00172,Chemistry,2025-05-11,2025-06-09,15:04,17:00,False,29.0,5,2025,Sunday
PHB22136,Physics,Integrated B.Sc.B.Ed. (Physics Major),B00486,Mathematics,2024-07-15,2024-07-30,14:05,17:50,False,15.0,7,2024,Monday
DEB24073,Design,B. Des.,B00011,Humanities,2025-06-22,,12:48,16:11,True,,6,2025,Sunday
MEP23097,Mechanical Engineering,Ph.D. in Mechanical Engineering,B00156,Chemistry,2025-11-02,2025-11-24,15:48,17:00,False,22.0,11,2025,Sunday
EGI25291,English,Integrated M.A. in English,B00242,Electronics,2025-12-15,2025-12-17,09:39,10:23,False,2.0,12,2025,Monday
FEP25175,Food Engineering & Technology,Ph.D. in Food Engineering & Technology,B00436,Computer Science,2026-01-17,2026-01-22,13:03,17:00,False,5.0,1,2026,Saturday
SWM23057,Social Work,M. A. in Social Work,B00339,Physics,2025-07-05,,14:58,17:00,True,,7,2025,Saturday
MRP25242,Multidisciplinary Research,Ph.D. in Multidisciplinary Research,B00236,Computer Science,2025-09-06,2025-09-12,11:05,14:49,False,6.0,9,2025,Saturday
COI21289,Commerce,Integrated M. Com.,B00353,Management,2025-05-31,2025-06-09,12:18,17:00,False,9.0,5,2025,Saturday
EEP24275,Electrical Engineering,Ph.D. in Electrical Engineering,B00127,Mechanical,2026-02-17,2026-03-12,09:26,13:02,False,23.0,2,2026,Tuesday
MCM20024,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,B00008,Chemistry,2025-10-13,2025-11-01,11:45,15:26,False,19.0,10,2025,Monday
CTM23013,Cultural Studies,M.A. in Cultural Studies,B00297,Humanities,2026-03-29,2026-04-21,14:25,17:00,False,23.0,3,2026,Sunday
EEP21121,Electrical Engineering,Ph.D. in Electrical Engineering,B00496,Fiction,2025-11-08,2025-12-05,10:00,12:44,False,27.0,11,2025,Saturday
DEM20292,Design,Master of Design,B00025,Management,2025-10-16,2025-11-03,12:26,17:04,False,18.0,10,2025,Thursday
MCP24263,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,B00201,Humanities,2024-08-25,2024-09-13,10:38,14:12,False,19.0,8,2024,Sunday
CST21093,Computer Science & Engineering,M. Tech. in Computer Science and Engineering,B00129,Physics,2025-06-21,2025-07-14,12:31,15:26,False,23.0,6,2025,Saturday
SOM20181,Sociology,M.A. in Sociology,B00151,Mechanical,2025-10-25,2025-11-10,13:47,17:00,False,16.0,10,2025,Saturday
FEB21091,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,B00497,Management,2026-04-19,,13:37,17:00,True,,4,2026,Sunday
CSE23201,Computer Science & Engineering,M. Tech. in Data Science,B00193,Fiction,2025-12-05,2026-01-01,16:51,19:15,False,27.0,12,2025,Friday
HIP23256,Hindi,Ph.D. in Hindi,B00410,Management,2024-09-24,2024-10-04,14:32,17:08,False,10.0,9,2024,Tuesday
COP24288,Commerce,Ph.D. in Commerce,B00324,Chemistry,2025-12-06,2026-01-05,14:36,17:00,False,30.0,12,2025,Saturday
CSE21268,Computer Science & Engineering,M. Tech. in Data Science,B00435,Mechanical,2024-08-06,2024-09-03,16:09,19:30,False,28.0,8,2024,Tuesday
COM20105,Commerce,M.Com,B00286,Chemistry,2025-08-05,2025-08-23,10:04,15:40,False,18.0,8,2025,Tuesday
CHM25170,Chemical Sciences,M. Sc. in Chemistry,B00439,Physics,2025-12-31,2026-01-16,15:49,18:18,False,16.0,12,2025,Wednesday
WSM24074,Women Study,M. A. in Women Studies,B00294,Computer Science,2025-06-11,2025-06-28,17:19,19:30,False,17.0,6,2025,Wednesday
HIM25157,Hindi,M. A. in Hindi,B00192,Electronics,2025-11-08,2025-12-01,10:29,13:34,False,23.0,11,2025,Saturday
MSP23101,Mathematical Sciences,Ph.D. in Mathematical Sciences,B00030,Computer Science,2025-02-23,2025-03-25,12:28,15:09,False,30.0,2,2025,Sunday
EDT23245,Electronics & Communication Engineering,M. Tech. in Electronics Design & Technology,B00307,Fiction,2025-12-27,2026-01-19,16:07,17:00,False,23.0,12,2025,Saturday
SWM25258,Social Work,M. A. in Social Work,B00370,Computer Science,2026-01-28,2026-02-17,18:10,19:30,False,20.0,1,2026,Wednesday
DEP25141,Design,Ph.D. in Design,B00404,Fiction,2026-03-13,2026-03-26,17:06,19:30,False,13.0,3,2026,Friday
MSP23143,Mathematical Sciences,Ph.D. in Mathematical Sciences,B00090,Electronics,2025-05-22,,15:40,19:30,True,,5,2025,Thursday
CTP25195,Cultural Studies,Ph.D. in Cultural Studies,B00177,Physics,2025-11-06,2025-11-08,14:22,19:30,False,2.0,11,2025,Thursday
APP22223,Applied Sciences,Ph.D. in Applied Sciences,B00280,Humanities,2025-08-13,2025-08-31,09:32,10:55,False,18.0,8,2025,Wednesday
PHI24225,Physics,Integrated M. Sc. in Physics,B00219,Humanities,2024-09-10,2024-10-04,14:03,16:24,False,24.0,9,2024,Tuesday
MCM21154,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,B00031,Humanities,2024-10-06,2024-10-19,16:22,17:00,False,13.0,10,2024,Sunday
MBI20167,Molecular Biology & Biotechnology,Integrated M.Sc. Life Science,B00262,Mathematics,2026-03-22,2026-03-31,15:15,15:45,False,9.0,3,2026,Sunday
ESE25156,Environmental Sciences,M. Sc. in Environmental Science,B00215,Computer Science,2025-11-09,2025-12-09,15:11,17:00,False,30.0,11,2025,Sunday
COP25080,Commerce,Ph.D. in Commerce,B00248,Mathematics,2026-02-06,,11:59,17:13,True,,2,2026,Friday
MRP25242,Multidisciplinary Research,Ph.D. in Multidisciplinary Research,B00289,Humanities,2026-01-18,2026-01-19,16:23,17:00,False,1.0,1,2026,Sunday
ECD20027,Electronics & Communication Engineering,M. Tech in Bioelectronics,B00401,Mathematics,2024-05-30,2024-05-31,16:43,19:30,False,1.0,5,2024,Thursday
FET22244,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,B00109,Electronics,2025-08-13,2025-08-27,12:49,18:07,False,14.0,8,2025,Wednesday
MBP25018,Molecular Biology & Biotechnology,Ph.D. in Molecular Biology & Biotechnology,B00490,Mathematics,2025-10-31,2025-11-23,14:29,16:42,False,23.0,10,2025,Friday
MBP20008,Molecular Biology & Biotechnology,Ph.D. in Molecular Biology & Biotechnology,B00042,Fiction,2024-08-19,2024-09-08,15:24,17:22,False,20.0,8,2024,Monday
CHM21297,Chemical Sciences,M. Sc. in Chemistry,B00383,Physics,2024-12-28,2025-01-23,13:59,17:00,False,26.0,12,2024,Saturday
HIP21250,Hindi,Ph.D. in Hindi,B00411,Mathematics,2024-08-26,,10:57,14:04,True,,8,2024,Monday
ESE20145,Environmental Sciences,M. Sc. in Environmental Science,B00200,Mechanical,2024-05-25,2024-06-17,16:05,17:00,False,23.0,5,2024,Saturday
EDP22269,Education,Ph.D. in Education,B00245,Humanities,2024-08-16,2024-09-09,10:21,14:36,False,24.0,8,2024,Friday
CHM21072,Chemical Sciences,M. Sc. in Chemistry,B00460,Computer Science,2026-03-24,2026-04-14,15:56,19:30,False,21.0,3,2026,Tuesday
DEB24073,Design,B. Des.,B00371,Mechanical,2024-08-02,2024-08-19,09:26,14:22,False,17.0,8,2024,Friday
EDM24110,Education,M. A. in Education,B00398,Computer Science,2024-09-07,2024-09-16,11:50,12:48,False,9.0,9,2024,Saturday
EGL25294,Linguistics and Language Technology,M. A. in Linguistics & Languages Technology,B00422,Humanities,2026-04-23,,15:37,17:34,True,,4,2026,Thursday
APP25127,Applied Sciences,Ph.D. in Applied Sciences,B00096,Humanities,2025-08-05,2025-08-09,15:00,16:12,False,4.0,8,2025,Tuesday
EEM24293,Electrical Engineering,M. Tech in Electrical Engineering,B00119,Management,2024-08-08,2024-08-24,11:32,15:05,False,16.0,8,2024,Thursday
MCP24197,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,B00437,Computer Science,2024-08-14,2024-08-31,17:14,19:30,False,17.0,8,2024,Wednesday
SOP24139,Sociology,Ph.D. in Sociology,B00458,Chemistry,2025-04-22,2025-05-16,18:37,19:30,False,24.0,4,2025,Tuesday
MBM20246,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,B00086,Management,2025-10-20,2025-11-01,18:39,19:30,False,12.0,10,2025,Monday
MCP25085,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,B00330,Management,2026-03-07,2026-03-23,16:13,17:00,False,16.0,3,2026,Saturday
BAM25056,Business Administration,Certificate in NSE Academy Certified Capital Market,B00078,Mechanical,2026-02-12,2026-02-14,14:47,19:30,False,2.0,2,2026,Thursday
SWM20150,Social Work,M. A. in Social Work,B00299,Computer Science,2025-07-23,2025-08-01,15:53,19:30,False,9.0,7,2025,Wednesday
EEP23054,Electrical Engineering,Ph.D. in Electrical Engineering,B00420,Electronics,2025-12-08,2026-01-02,18:43,19:30,False,25.0,12,2025,Monday
COP20232,Commerce,Ph.D. in Commerce,B00256,Electronics,2026-01-10,2026-01-15,15:19,17:00,False,5.0,1,2026,Saturday
EEP25224,Electrical Engineering,Ph.D. in Electrical Engineering,B00101,Mathematics,2026-02-27,2026-03-02,14:29,19:30,False,3.0,2,2026,Friday
CHB25241,Chemical Sciences,Integrated B.Sc.B.Ed. (Chemistry Major),B00393,Fiction,2026-01-08,2026-01-18,09:54,10:50,False,10.0,1,2026,Thursday
EGI23278,English,Integrated M.A. in English,B00235,Fiction,2024-06-16,2024-06-20,14:27,17:00,False,4.0,6,2024,Sunday
COM21199,Commerce,M.Com,B00082,Electronics,2025-10-08,2025-10-27,16:10,17:23,False,19.0,10,2025,Wednesday
CEP23060,Civil Engineering,Ph.D. in Civil Engineering,B00176,Mechanical,2025-01-03,2025-01-18,12:58,14:45,False,15.0,1,2025,Friday
CST23216,Computer Science & Engineering,M. Tech. in Computer Science and Engineering,B00484,Computer Science,2025-03-26,,17:29,18:48,True,,3,2025,Wednesday
BAM23203,Business Administration,Certificate in NSE Academy Certified Capital Market,B00033,Physics,2025-04-07,2025-04-23,11:21,17:04,False,16.0,4,2025,Monday
ENP21248,Energy,Ph.D. in Energy,B00452,Computer Science,2024-07-17,2024-08-14,15:33,17:30,False,28.0,7,2024,Wednesday
MBM21295,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,B00181,Chemistry,2024-09-16,2024-09-24,17:01,18:31,False,8.0,9,2024,Monday
FET24118,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,B00161,Mechanical,2025-07-24,2025-07-28,17:05,19:30,False,4.0,7,2025,Thursday
CEM20251,Civil Engineering,M. Tech. in Civil Engineering,B00197,Humanities,2026-02-21,2026-03-08,15:30,17:00,False,15.0,2,2026,Saturday
MEP25243,Mechanical Engineering,Ph.D. in Mechanical Engineering,B00309,Chemistry,2025-10-22,2025-11-07,12:30,18:29,False,16.0,10,2025,Wednesday
ECD21286,Electronics & Communication Engineering,M. Tech in Bioelectronics,B00224,Computer Science,2025-07-27,2025-08-20,10:13,11:34,False,24.0,7,2025,Sunday
BAT21125,Business Administration,Master of Tourism & Travel Management,B00380,Mathematics,2024-07-16,2024-07-28,12:51,18:08,False,12.0,7,2024,Tuesday
CHI23106,Chemical Sciences,Integrated M.Sc. in Chemistry,B00059,Humanities,2024-11-15,2024-12-08,13:24,16:22,False,23.0,11,2024,Friday
CHM22017,Chemical Sciences,M. Sc. in Chemistry,B00109,Electronics,2026-03-14,2026-04-12,15:32,17:00,False,29.0,3,2026,Saturday
EDE22079,Education,M. Ed.,B00117,Mathematics,2026-04-03,2026-04-22,14:17,19:10,False,19.0,4,2026,Friday
EGP20122,English,Ph.D. in English,B00212,Management,2025-02-27,2025-03-24,10:08,13:26,False,25.0,2,2025,Thursday
ECB21148,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,B00262,Mathematics,2024-12-20,2024-12-21,15:28,19:30,False,1.0,12,2024,Friday
EDB22064,Education,B. Ed.,B00384,Mathematics,2024-05-19,2024-06-06,13:14,14:57,False,18.0,5,2024,Sunday
MEM20030,Mechanical Engineering,M. Tech in Mechanical Engineering,B00188,Humanities,2024-10-11,2024-11-01,16:54,19:30,False,21.0,10,2024,Friday
HIM23284,Hindi,M. A. in Hindi,B00451,Fiction,2024-09-05,2024-09-19,16:05,18:50,False,14.0,9,2024,Thursday
COI20075,Commerce,Integrated M. Com.,B00279,Electronics,2024-07-13,2024-07-27,13:07,16:53,False,14.0,7,2024,Saturday
EDP25001,Education,Ph.D. in Education,B00292,Mechanical,2026-02-23,,18:58,19:30,True,,2,2026,Monday
BAP21038,Business Administration,Ph.D. in Business Administration,B00361,Fiction,2025-05-01,2025-05-25,10:16,15:24,False,24.0,5,2025,Thursday
COM20105,Commerce,M.Com,B00371,Mechanical,2024-09-22,2024-10-18,13:51,17:00,False,26.0,9,2024,Sunday
PHB22136,Physics,Integrated B.Sc.B.Ed. (Physics Major),B00391,Mechanical,2025-10-20,2025-11-17,10:36,11:13,False,28.0,10,2025,Monday
PHM24028,Physics,M. Sc. in Physics,B00071,Mechanical,2024-10-01,2024-10-25,10:49,12:44,False,24.0,10,2024,Tuesday
BAM24019,Business Administration,Certificate in NSE Academy Certified Capital Market,B00433,Management,2024-09-20,,09:13,09:56,True,,9,2024,Friday
DEP23184,Design,Ph.D. in Design,B00412,Computer Science,2025-12-08,2025-12-19,18:42,19:30,False,11.0,12,2025,Monday
EEP20163,Electrical Engineering,Ph.D. in Electrical Engineering,B00186,Humanities,2025-03-20,2025-04-13,09:52,15:35,False,24.0,3,2025,Thursday
EEB21062,Electrical Engineering,B. Tech. in Electrical Engineering,B00461,Electronics,2024-07-19,2024-08-02,16:24,19:30,False,14.0,7,2024,Friday
CHP20059,Chemical Sciences,Ph.D. in Chemical Sciences,B00158,Mathematics,2025-03-03,2025-03-07,10:29,15:10,False,4.0,3,2025,Monday
EEP21121,Electrical Engineering,Ph.D. in Electrical Engineering,B00142,Computer Science,2025-09-12,2025-09-23,11:53,13:36,False,11.0,9,2025,Friday
LAM21134,Law,LLM,B00500,Chemistry,2025-09-01,2025-09-08,13:16,15:06,False,7.0,9,2025,Monday
BAM24161,Business Administration,Certificate in NSE Academy Certified Capital Market,B00046,Mechanical,2025-02-11,2025-02-27,18:51,19:30,False,16.0,2,2025,Tuesday
CHM25170,Chemical Sciences,M. Sc. in Chemistry,B00369,Humanities,2025-09-14,2025-10-01,12:46,17:00,False,17.0,9,2025,Sunday
MSM25132,Mathematical Sciences,M. Sc. in Mathematics,B00352,Mathematics,2025-10-05,2025-10-19,13:06,14:32,False,14.0,10,2025,Sunday
LLP24138,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,B00272,Humanities,2024-12-11,2024-12-28,14:19,16:07,False,17.0,12,2024,Wednesday
BAT23130,Business Administration,Master of Tourism & Travel Management,B00101,Mathematics,2025-12-07,2026-01-06,13:53,15:19,False,30.0,12,2025,Sunday
PHB25162,Physics,Integrated B.Sc.B.Ed. (Physics Major),B00439,Physics,2025-12-23,2026-01-05,10:15,11:08,False,13.0,12,2025,Tuesday
MBM23112,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,B00061,Mathematics,2026-01-28,2026-02-18,11:39,17:35,False,21.0,1,2026,Wednesday
HIM25157,Hindi,M. A. in Hindi,B00440,Electronics,2025-11-24,,12:58,18:04,True,,11,2025,Monday
CHP20059,Chemical Sciences,Ph.D. in Chemical Sciences,B00071,Mechanical,2025-03-09,2025-03-24,10:57,15:59,False,15.0,3,2025,Sunday
COI21289,Commerce,Integrated M. Com.,B00450,Chemistry,2024-09-17,2024-10-05,11:17,13:03,False,18.0,9,2024,Tuesday
CTM21260,Cultural Studies,M.A. in Cultural Studies,B00052,Humanities,2025-03-14,2025-03-17,18:10,19:30,False,3.0,3,2025,Friday
MCM20024,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,B00396,Physics,2024-10-11,2024-10-14,14:39,15:34,False,3.0,10,2024,Friday
DEP20077,Design,Ph.D. in Design,B00467,Physics,2024-12-05,2024-12-19,10:46,14:51,False,14.0,12,2024,Thursday
